#peak_num	name	molecular ion
1559	4,4'-Biscyclohexanone, 2,2',6,6'-tetramethyl-	250
1582	4,4'-Biscyclohexanone, 2,2',6,6'-tetramethyl-	250
1598	4-Methoxybenzoyl isothiocyanate	193
1637	Apocynin	166
1658	1,1-Divinyl-1-silacyclobutane	124
1665	1-Oxa-3-azaspiro[4.5]decan-2-one, 3-cyclohexyl-4-hydroxy-4-methyl-	267
1683	1-Decen-4-yne, 2-nitro-	181
1699	2,5-Furandione, 3-(2-decenyl)dihydro-	238
1709	1,7-Dioxaspiro[5.5]undec-2-ene	154
1712	Cyclohexene, 2-ethenyl-1,3,3-trimethyl-	150
1714	2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-	180
1716	Benzoic acid, 2,5-dihydroxy-, methyl ester	168
1717	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-	144
1726	7-Hydroxy-2,4,6-trimethyl-8-oxazol-5-yloct-2-enoic acid, methyl ester	281
1727	Fructofuranose, 2,6-anhydro-1,3,4-tri-O-methyl-, á-d-	204
1737	1-Ethyl-1-cyclopentyloxy-1-silacyclopentane	198
1742	2(3H)-Furanone, dihydro-5,5-dimethyl-4-(3-oxobutyl)-	184
1743	1H-2-Benzopyran-1-one, 3,4-dihydro-8-hydroxy-3-methyl-	178
1746	Cyclohexene, 3-(iodomethyl)-	222
1753	2-Butanone, 4-(4-hydroxyphenyl)-	164
1761	3',5'-Dimethoxyacetophenone	180
1764	2-(3-Carbethoxy-1-hydroxy-4-methylcyclohex-3-enyl)-1,3-dithiane	302
1768	Fumaric acid, ethyl 3,4,5-trichlorophenyl ester	322
1774	(2Z,4E)-3,7,11-Trimethyl-2,4,10-dodecatriene	206
1776	2,3,4-Trimethoxydibenzofuran	258
1790	Bicyclo[2.2.1]heptane-1-carboxylic acid, 4,7,7-trimethyl-3-oxo-, (3,4-difluorophenyl)amide	307
1806	5-t-Butyl-4-methylimidazole	138
1809	Ethanone, 1-(1a,2,3,5,6a,6b-hexahydro-3,3,6a-trimethyloxireno[g]benzofuran-5-yl)-	222
1817	Propan-2-ol, 1-(2-isopropyl-5-methylcyclohexyloxy)-3-(4-morpholyl)-	299
1818	Dihydrojasmone	166
1826	Fumaric acid, isohexyl 2,3,5-trichlorophenyl ester	378
1830	Butylphosphonic acid, 2-cyclohexylethyl propyl ester	290
1831	Phenol, 3,4,5-trimethoxy-	184
1838	2H-Pyran, tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-	154
1842	Hexanoic acid, tridec-2-ynyl ester	294
1845	Butanoic acid, tridec-2-ynyl ester	266
1851	Cyclododecane, ethyl-	196
1853	Geranic acid	168
1856	1,9,12,15-Octadecatetraene, 1-methoxy-	276
1863	3-Buten-2-one, 4-(2,5,5-trimethyl-3,8-dioxatricyclo[5.1.0.0(2,4)]oct-4-yl)-, [1à,2à,4à(E),7à]-	222
1887	Spiro(1,3-dioxolane)-2,3'-(pregnan-12'-one, 18',20'-diacetoxy-)	476
1892	2-Cyclohexen-1-one, 3,5,5-trimethyl-4-(3-oxo-1-butenyl)-	206
1906	Benzaldehyde, 4-hydroxy-3,5-dimethoxy-	182
1910	1,10-Decanedione, 1,10-di-1-naphthyl-	422
1916	10-Methyl-8-tetradecen-1-ol acetate	268
1917	Veratril	330
1948	2-Acetamido-3-hydroxypyridine	152
1952	Cyclopentanone, dimethylhydrazone	126
1954	1,5,9,9-Tetramethyl-2-oxatricyclo[6.4.0.0(4,8)]dodecane	222
1960	2-[(3-Methoxybenzylidene)hydrazino]-2-oxo-N-propylacetamide	263
1986	Cyclopenta[c]pentalen-3(3aH)-one, octahydro-1,2,3a,6-tetramethyl-	220
1996	Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester	196
2032	Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-	196
2043	Benzenamine, 2,5-dihydromethyl-	153
2088	Butylphosphonic acid, hexyl propyl ester	264
2105	5H-Furo[2,3-c]pyran-3-carbonitrile, 2-amino-5,5-dimethyl-	192
2109	Benzenamine, 2,4,6-trimethyl-3-nitro-	180
2120	2-Cyclohexen-1-one, 4-hydroxy-3,5,6-trimethyl-4-(3-oxo-1-butenyl)-	222
2123	2,5,5,8a-Tetramethyl-6,7,8,8a-tetrahydro-5H-chromen-3-one	208
2136	1,3-Isobenzofurandione, 4,5,6,7-tetrahydro-4,7-dimethyl-	180
2151	2-Naphthalenemethanol, decahydro-à,à,4a-trimethyl-8-methylene-, [2R-(2à,4aà,8aá)]-	222
2158	3,4-Dimethoxybenzaldehyde oxime	181
2165	1-(4-Chloro-phenyl)-3-(3-cyano-4,5,6,7-tetrahydro-benzo[b]thiophen-2-yl)-urea	331
2172	1,3-Cyclopentanedione, 2,4-dimethyl-	126
2182	1-(2,4-Dihydroxybenzoyl)-3-ethyl-5-trifluoromethyl-5-hydroxy-2-pyrazoline	318
2227	Hexadecenoic acid, Z-11-	254
2263	Scopoletin	192
2323	Oxybenzone	228
2333	Benzene, [(methylsulfonyl)methyl]-	170
2352	4-Trifluoromethylbenzoic acid, 3,5-difluorophenyl ester	302
2373	4-(3-Hydroxy-2,6,6-trimethylcyclohex-1-enyl)pent-3-en-2-one	222
2383	Phenethylamine, 3-benzyloxy-2-fluoro-á-hydroxy-	261
2612	2',3'-O-p-Anisylideneguanosine	401
2634	[1,1'-Biphenyl]-2,3'-diol, 3,4',5,6'-tetrakis(1,1-dimethylethyl)-	410
2758	2(1H)-Pyrimidinethione, 4-amino-	127
2863	Azacyclodecan-2,7-dione	169
3091	Pregna-5,16-dien-20-one, 3-(acetyloxy)-, (3á)-	356
3388	BOSCALID	342
3594	Octadecanal	268
1464	Hexanoic acid, tridec-2-ynyl ester	294
3288	Squalene	410
996	Pyrollidine, 2,5-bis(imino)-	97
1007	Bicyclo[3.1.0]hexan-2-one, 5-(1-methylethyl)-	138
1253	1,4-dihydroxy-p-menth-2-ene	170
1368	Cyclohexene, 2-butyl-1,3,3-trimethyl-	180
1640	2,2-Dimethylpropanoic acid, tridec-2-ynyl ester	280
2937	Phenethylamine, 3,4,5-trimethoxy-à-methyl-	225
