#peak_num	name	confidence	molecular ion
1173	1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-	2	139
1189	Bicyclo[2.2.1]heptan-2-ol, 2-allyl-1,7,7-trimethyl-	0	194
1193	Cyclopropanemethanol, à-methyl-à-propyl-	0	128
1199	2-Butanone, 4-phenyl-	2	148
1213	Hexanoic acid, tridec-2-ynyl ester	0	294
1215	Ethosuximide	0	141
1224	Carvenone	2	152
1227	1H-Pyrrole-2,5-dione, 3-ethenyl-4-methyl-	2	137
1242	Bicyclo[2.2.1]heptane-2,5-dione, 1,7,7-trimethyl-	2	166
1279	1,4-dihydroxy-p-menth-2-ene	0	170
1280	Pentane, 1-(ethenyloxy)-	0	114
1286	Phenol, 2-methyl-5-(1-methylethyl)-	2	150
1294	5H-1-Pyrindine	2	117
1308	2,5-Diethylphenol	2	150
1309	Levodopa	0	197
1311	Isobutyl-2-heptenone	2	168
1331	4-Hydroxyhistamine	0	127
1339	2-Methoxy-4-vinylphenol	2	150
1356	Cyclohexanecarboxylic acid, 3-fluorophenyl ester	0	222
1392	1,3-Dioxolane, 4,5-diethenyl-2,2-dimethyl-	0	154
1397	6-Hydroxy-9-oxa-bicyclo[3.3.1]nonan-3-one	0	156
1412	Cyclohexane, 1,1,3,5-tetramethyl-, trans-	0	140
1417	Lilac aldehyde D	0	168
1451	1-Butanone, 2-chloro-3-methyl-1-[4-(1-methylethyl)phenyl]-	0	238
1455	Cyclohexanemethanol, à,à,4-trimethyl-	0	156
1465	3-Isopropoxy-4-nitrotoluene	0	195
1471	3-Decen-5-one	0	154
1476	2-Octanol, 2-methyl-6-methylene-	0	156
1503	3-Acetamidofuran	0	125
1511	Indoline, hexahydro-5-methoxy-, cis-	0	155
1512	Thiophene-2-carboxylic acid, 2,5-dichlorophenyl ester	0	272
1518	Methyleugenol	2	178
1525	trans-1,10-Dimethyl-trans-9-decalinol	0	182
1545	8-Nonyn-1-ol tetrahydropyran-2-yl ether	0	224
1559	4,4'-Biscyclohexanone, 2,2',6,6'-tetramethyl-	0	250
1582	4,4'-Biscyclohexanone, 2,2',6,6'-tetramethyl-	0	250
1598	4-Methoxybenzoyl isothiocyanate	0	193
1637	Apocynin	2	166
1658	1,1-Divinyl-1-silacyclobutane	0	124
1665	1-Oxa-3-azaspiro[4.5]decan-2-one, 3-cyclohexyl-4-hydroxy-4-methyl-	0	267
1683	1-Decen-4-yne, 2-nitro-	0	181
1699	2,5-Furandione, 3-(2-decenyl)dihydro-	0	238
1709	1,7-Dioxaspiro[5.5]undec-2-ene	0	154
1712	Cyclohexene, 2-ethenyl-1,3,3-trimethyl-	0	150
1714	2(4H)-Benzofuranone, 5,6,7,7a-tetrahydro-4,4,7a-trimethyl-	2	180
1716	Benzoic acid, 2,5-dihydroxy-, methyl ester	2	168
1717	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-	0	144
1726	7-Hydroxy-2,4,6-trimethyl-8-oxazol-5-yloct-2-enoic acid, methyl ester	0	281
1727	Fructofuranose, 2,6-anhydro-1,3,4-tri-O-methyl-, á-d-	0	204
1737	1-Ethyl-1-cyclopentyloxy-1-silacyclopentane	0	198
1742	2(3H)-Furanone, dihydro-5,5-dimethyl-4-(3-oxobutyl)-	0	184
1743	1H-2-Benzopyran-1-one, 3,4-dihydro-8-hydroxy-3-methyl-	2	178
1746	Cyclohexene, 3-(iodomethyl)-	0	222
1753	2-Butanone, 4-(4-hydroxyphenyl)-	2	164
1761	3',5'-Dimethoxyacetophenone	2	180
1764	2-(3-Carbethoxy-1-hydroxy-4-methylcyclohex-3-enyl)-1,3-dithiane	0	302
1768	Fumaric acid, ethyl 3,4,5-trichlorophenyl ester	0	322
1774	(2Z,4E)-3,7,11-Trimethyl-2,4,10-dodecatriene	0	206
1776	2,3,4-Trimethoxydibenzofuran	0	258
1790	Bicyclo[2.2.1]heptane-1-carboxylic acid, 4,7,7-trimethyl-3-oxo-, (3,4-difluorophenyl)amide	0	307
1806	5-t-Butyl-4-methylimidazole	0	138
1809	Ethanone, 1-(1a,2,3,5,6a,6b-hexahydro-3,3,6a-trimethyloxireno[g]benzofuran-5-yl)-	0	222
1817	Propan-2-ol, 1-(2-isopropyl-5-methylcyclohexyloxy)-3-(4-morpholyl)-	0	299
1818	Dihydrojasmone	0	166
1826	Fumaric acid, isohexyl 2,3,5-trichlorophenyl ester	0	378
1830	Butylphosphonic acid, 2-cyclohexylethyl propyl ester	0	290
1831	Phenol, 3,4,5-trimethoxy-	2	184
1838	2H-Pyran, tetrahydro-4-methyl-2-(2-methyl-1-propenyl)-	0	154
1842	Hexanoic acid, tridec-2-ynyl ester	0	294
1845	Butanoic acid, tridec-2-ynyl ester	0	266
1851	Cyclododecane, ethyl-	0	196
1853	Geranic acid	0	168
1856	1,9,12,15-Octadecatetraene, 1-methoxy-	0	276
1863	3-Buten-2-one, 4-(2,5,5-trimethyl-3,8-dioxatricyclo[5.1.0.0(2,4)]oct-4-yl)-, [1à,2à,4à(E),7à]-	0	222
1887	Spiro(1,3-dioxolane)-2,3'-(pregnan-12'-one, 18',20'-diacetoxy-)	0	476
1892	2-Cyclohexen-1-one, 3,5,5-trimethyl-4-(3-oxo-1-butenyl)-	0	206
1906	Benzaldehyde, 4-hydroxy-3,5-dimethoxy-	2	182
1910	1,10-Decanedione, 1,10-di-1-naphthyl-	0	422
1916	10-Methyl-8-tetradecen-1-ol acetate	0	268
1917	Veratril	0	330
1948	2-Acetamido-3-hydroxypyridine	2	152
1952	Cyclopentanone, dimethylhydrazone	0	126
1954	1,5,9,9-Tetramethyl-2-oxatricyclo[6.4.0.0(4,8)]dodecane	0	222
1960	2-[(3-Methoxybenzylidene)hydrazino]-2-oxo-N-propylacetamide	0	263
1986	Cyclopenta[c]pentalen-3(3aH)-one, octahydro-1,2,3a,6-tetramethyl-	2	220
1996	Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester	2	196
2032	Ethanone, 1-(4-hydroxy-3,5-dimethoxyphenyl)-	2	196
2043	Benzenamine, 2,5-dihydromethyl-	0	153
2088	Butylphosphonic acid, hexyl propyl ester	0	264
2105	5H-Furo[2,3-c]pyran-3-carbonitrile, 2-amino-5,5-dimethyl-	0	192
2109	Benzenamine, 2,4,6-trimethyl-3-nitro-	0	180
2120	2-Cyclohexen-1-one, 4-hydroxy-3,5,6-trimethyl-4-(3-oxo-1-butenyl)-	2	222
2123	2,5,5,8a-Tetramethyl-6,7,8,8a-tetrahydro-5H-chromen-3-one	0	208
2136	1,3-Isobenzofurandione, 4,5,6,7-tetrahydro-4,7-dimethyl-	0	180
2151	2-Naphthalenemethanol, decahydro-à,à,4a-trimethyl-8-methylene-, [2R-(2à,4aà,8aá)]-	2	222
2158	3,4-Dimethoxybenzaldehyde oxime	0	181
2165	1-(4-Chloro-phenyl)-3-(3-cyano-4,5,6,7-tetrahydro-benzo[b]thiophen-2-yl)-urea	0	331
2172	1,3-Cyclopentanedione, 2,4-dimethyl-	0	126
2182	1-(2,4-Dihydroxybenzoyl)-3-ethyl-5-trifluoromethyl-5-hydroxy-2-pyrazoline	0	318
2227	Hexadecenoic acid, Z-11-	0	254
2263	Scopoletin	2	192
2323	Oxybenzone	2	228
2333	Benzene, [(methylsulfonyl)methyl]-	0	170
2352	4-Trifluoromethylbenzoic acid, 3,5-difluorophenyl ester	0	302
2373	4-(3-Hydroxy-2,6,6-trimethylcyclohex-1-enyl)pent-3-en-2-one	0	222
2383	Phenethylamine, 3-benzyloxy-2-fluoro-á-hydroxy-	0	261
2612	2',3'-O-p-Anisylideneguanosine	0	401
2634	[1,1'-Biphenyl]-2,3'-diol, 3,4',5,6'-tetrakis(1,1-dimethylethyl)-	2	410
2758	2(1H)-Pyrimidinethione, 4-amino-	0	127
2863	Azacyclodecan-2,7-dione	0	169
3091	Pregna-5,16-dien-20-one, 3-(acetyloxy)-, (3á)-	0	356
3388	BOSCALID	2	342
3594	Octadecanal	2	268
1464	Hexanoic acid, tridec-2-ynyl ester	0	294
3288	Squalene	0	410
996	Pyrollidine, 2,5-bis(imino)-	0	97
1007	Bicyclo[3.1.0]hexan-2-one, 5-(1-methylethyl)-	2	138
1253	1,4-dihydroxy-p-menth-2-ene	0	170
1368	Cyclohexene, 2-butyl-1,3,3-trimethyl-	2	180
1640	2,2-Dimethylpropanoic acid, tridec-2-ynyl ester	0	280
2937	Phenethylamine, 3,4,5-trimethoxy-à-methyl-	0	225
