#peak_num	name	confidence	molecular ion
1784	trans-5-Isopropyl-6,7-epoxy-8-hydroxy-8-methylnonan-2-one	0	228
1797	2-Pentenoic acid, 4-methyl-	0	114
1818	Tricyclo[7.1.0.0(4.6)]decane-5-carboxamide, 10,10-dichloro-N-(2,4,6-trimethylphenyl)-	0	365
1822	Cyclohexane, 1,1,3,5-tetramethyl-, trans-	0	140
1837	Methyleugenol	2	178
1847	trans-1,10-Dimethyl-trans-9-decalol	2	182
1875	Cyclododecanol, 1-aminomethyl-	0	213
1883	8-Hydroxycarvotanacetone	0	168
1891	Cyclohexane, 1,3-dimethoxy-5-methyl-, (1à,3á,5à)-	0	158
1921	4,4'-Biscyclohexanone, 2,2',6,6'-tetramethyl-	0	250
1937	1-Cyclohexanol, 2-(3-methyl-1,3-butadienyl)-1,3,3-trimethyl-	2	208
1954	2-Butynoic acid, 4-[(tetrahydro-2H-pyran-2-yl)oxy]-, methyl ester	0	198
1970	4-Methoxy-7-methylindan-1-one	2	176
2005	3,4-Dihydroxy-5-aminopyridazine	0	127
2013	Apocynin	2	166
2020	Valeric acid, 3-fluorophenyl ester	0	196
2033	1,3-Cyclopentanedione, 2,2-dimethyl-	0	126
2035	3-Hepten-2-one, 3-methyl-	2	126
2036	1H-Imidazole-5-ethanamine, 1-methyl-	0	125
2042	Piperidine-2-carboxamide, 1-amino-N-mesityl-	0	261
2086	1,7-Dioxaspiro[5.5]undec-2-ene	0	154
2089	7-Methylene-bicyclo[3.3.1]nonan-3-one oxime	0	165
2094	Hexanoic acid, anhydride	0	214
2117	2-Methyl-3-[(1S,2S)-1,3,3-trimethyl-2-(2-hydroxyethyl)cyclohexyl]tetrahydrofuran	0	254
2122	(-)-Mellein	2	178
2128	4-Pentenoic acid, 3-methyl-2-(phenylsulfonyl)-, methyl ester	0	268
2147	3-tert-Butyl-4-hydroxyanisole	0	180
2155	Fumaric acid, ethyl 3,4,5-trichlorophenyl ester	0	322
2156	4.Xi.-Germacr-9-en-12-oic acid, 6à-hydroxy-1-oxo-, ç-lactone, (11S)-	0	250
2165	2,3,4-Trimethoxydibenzofuran	0	258
2179	Camphorsulfonic acid	0	230
2196	5-t-Butyl-4-methylimidazole	0	138
2200	[4-(3,4-Dimethylbenzenesulfonyl)piperazin-1-yl](furan-2-yl)methanone	0	348
2205	3-Methyl-2-butenoic acid, decyl ester	0	240
2215	2-Hexanone, 6-(acetyloxy)-	0	130
2216	3-Buten-2-ol, 2-methyl-4-(1,3,3-trimethyl-7-oxabicyclo[4.1.0]hept-2-yl)-	0	224
2220	Phenol, 3,4,5-trimethoxy-	2	184
2225	1,7-Dioxaspiro[5.5]undec-2-ene	0	154
2230	3-Buten-2-ol, 2-methyl-4-(1,3,3-trimethyl-7-oxabicyclo[4.1.0]hept-2-yl)-	0	224
2236	Butanoic acid, tridec-2-ynyl ester	0	266
2239	4-Penten-1-ol	0	138
2240	Tricyclo[5.1.0.0(3,5)]octane-2,6-dione, 1,3,5,7-tetramethyl-	0	192
2243	2,7-Octadiene-1,6-diol, 2,6-dimethyl-	0	170
2247	2-Pentanone, 4-(1,3,3-trimethyl-7-oxabicyclo[4.1.0]hept-2-yl)-	0	224
2269	Phenol, 4-(3-methyl-2-butenyl)-	0	162
2273	2,3-Octanedione	0	275
2279	2-Naphthalenemethanol, decahydro-à,à,4a-trimethyl-8-methylene-, [2R-(2à,4aà,8aá)]-	0	222
2282	3-Ethyl-2-nonanone	0	170
2295	2,5-Dimethoxythiophenol	2	170
2303	(4-Bromo-3,5-dimethylpyrazol-1-yl)(3,4-dimethoxyphenyl)methanone	0	338
2304	2-Methyl-6,7-dihydro-5H-benzofuran-4-one	0	150
2333	Thieno[2,3-c]furan-3-carbonitrile, 2-amino-4,6-dihydro-4,4,6,6-tetramethyl-	0	222
2334	2-Acetamido-3-hydroxypyridine	2	152
2337	Cyclohexanone, 2,3-dimethyl-2-(3-oxobutyl)-	0	196
2359	Cyclopenta[c]pentalen-3(3aH)-one, octahydro-1,2,3a,6-tetramethyl-	2	220
2368	2-Chlorohydrocinnamonitrile	0	260
2369	Benzoic acid, 2,4-dihydroxy-3,6-dimethyl-, methyl ester	2	196
2370	Propennitrile, 2-(benzoxazol-2-yl)-3-hydroxy-	0	186
2378	Benzoic acid, 4-[1-(3,4-dichlorophenyl)ethylidenaminoxymethyl]-, ethyl ester	0	365
2380	Cholestan-3-one, cyclic 1,2-ethanediyl aetal, (5á)-	0	430
2403	7-Acetyl-2-hydroxy-2-methyl-5-isopropylbicyclo[4.3.0]nonane	2	238
2441	2-Allyl-1-trifluoromethylbutandione-1,3	0	194
2448	1-Butanone, 1-(2,4,6-trihydroxy-3-methylphenyl)-	2	210
2473	Benzenamine, 2,4,6-trimethyl-3-nitro-	0	180
2482	2-Cyclohexen-1-one, 4-hydroxy-3,5,6-trimethyl-4-(3-oxo-1-butenyl)-	0	222
430	2(3H)-Furanone, 5-methyl-	2	98
553	O,O-Diethyl thiophosphate potassium salt	0	208
785	o-Cymene	2	134
833	2,5-Furandione, 3,4-dimethyl-	2	126
840	Benzeneacetaldehyde	2	120
912	2-Furancarboxylic acid, tetrahydro-3-methyl-5-oxo-	0	144
